Index,Node,index_in_graph,node_id,meaning,category
6162,6163,,6163,M07.68 Other enteropathic arthropathies (Other),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6163,6164,,6164,M07.69 Other enteropathic arthropathies (Site unspecified),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6164,6165,885.0,6165,M08 Juvenile arthritis,Chapter XIII Diseases of the musculoskeletal system and connective tissue
6165,6166,,6166,M08.0 Juvenile rheumatoid arthritis,Chapter XIII Diseases of the musculoskeletal system and connective tissue
6166,6167,,6167,M08.00 Juvenile rheumatoid arthritis (Multiple sites),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6167,6168,,6168,M08.01 Juvenile rheumatoid arthritis (Shoulder region),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6168,6169,,6169,M08.02 Juvenile rheumatoid arthritis (Upper arm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6169,6170,,6170,M08.03 Juvenile rheumatoid arthritis (Forearm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6170,6171,,6171,M08.04 Juvenile rheumatoid arthritis (Hand),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6171,6172,,6172,M08.05 Juvenile rheumatoid arthritis (Pelvic region and thigh),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6172,6173,,6173,M08.06 Juvenile rheumatoid arthritis (Lower leg),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6173,6174,,6174,M08.07 Juvenile rheumatoid arthritis (Ankle and foot),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6174,6175,,6175,M08.08 Juvenile rheumatoid arthritis (Other),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6175,6176,,6176,M08.09 Juvenile rheumatoid arthritis (Site unspecified),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6176,6177,,6177,M08.1 Juvenile ankylosing spondylitis,Chapter XIII Diseases of the musculoskeletal system and connective tissue
6177,6178,,6178,M08.10 Juvenile ankylosing spondylitis (Multiple sites),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6178,6179,,6179,M08.11 Juvenile ankylosing spondylitis (Shoulder region),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6179,6180,,6180,M08.12 Juvenile ankylosing spondylitis (Upper arm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6180,6181,,6181,M08.13 Juvenile ankylosing spondylitis (Forearm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6181,6182,,6182,M08.14 Juvenile ankylosing spondylitis (Hand),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6182,6183,,6183,M08.15 Juvenile ankylosing spondylitis (Pelvic region and thigh),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6183,6184,,6184,M08.16 Juvenile ankylosing spondylitis (Lower leg),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6184,6185,,6185,M08.17 Juvenile ankylosing spondylitis (Ankle and foot),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6185,6186,,6186,M08.18 Juvenile ankylosing spondylitis (Other),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6186,6187,,6187,M08.19 Juvenile ankylosing spondylitis (Site unspecified),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6187,6188,,6188,M08.2 Juvenile arthritis with systemic onset,Chapter XIII Diseases of the musculoskeletal system and connective tissue
6188,6189,,6189,M08.20 Juvenile arthritis with systemic onset (Multiple sites),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6189,6190,,6190,M08.21 Juvenile arthritis with systemic onset (Shoulder region),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6190,6191,,6191,M08.22 Juvenile arthritis with systemic onset (Upper arm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6191,6192,,6192,M08.23 Juvenile arthritis with systemic onset (Forearm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6192,6193,,6193,M08.24 Juvenile arthritis with systemic onset (Hand),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6193,6194,,6194,M08.25 Juvenile arthritis with systemic onset (Pelvic region and thigh),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6194,6195,,6195,M08.26 Juvenile arthritis with systemic onset (Lower leg),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6195,6196,,6196,M08.27 Juvenile arthritis with systemic onset (Ankle and foot),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6196,6197,,6197,M08.28 Juvenile arthritis with systemic onset (Other),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6197,6198,,6198,M08.29 Juvenile arthritis with systemic onset (Site unspecified),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6198,6199,,6199,M08.3 Juvenile polyarthritis (seronegative),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6199,6200,,6200,M08.30 Juvenile polyarthritis (seronegative) (Multiple sites),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6200,6201,,6201,M08.31 Juvenile polyarthritis (seronegative) (Shoulder region),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6201,6202,,6202,M08.32 Juvenile polyarthritis (seronegative) (Upper arm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6202,6203,,6203,M08.33 Juvenile polyarthritis (seronegative) (Forearm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6203,6204,,6204,M08.34 Juvenile polyarthritis (seronegative) (Hand),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6204,6205,,6205,M08.35 Juvenile polyarthritis (seronegative) (Pelvic region and thigh),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6205,6206,,6206,M08.36 Juvenile polyarthritis (seronegative) (Lower leg),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6206,6207,,6207,M08.37 Juvenile polyarthritis (seronegative) (Ankle and foot),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6207,6208,,6208,M08.38 Juvenile polyarthritis (seronegative) (Other),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6208,6209,,6209,M08.39 Juvenile polyarthritis (seronegative) (Site unspecified),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6209,6210,,6210,M08.4 Pauciarticular juvenile arthritis,Chapter XIII Diseases of the musculoskeletal system and connective tissue
6210,6211,,6211,M08.40 Pauciarticular juvenile arthritis (Multiple sites),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6211,6212,,6212,M08.41 Pauciarticular juvenile arthritis (Shoulder region),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6212,6213,,6213,M08.42 Pauciarticular juvenile arthritis (Upper arm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6213,6214,,6214,M08.43 Pauciarticular juvenile arthritis (Forearm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6214,6215,,6215,M08.44 Pauciarticular juvenile arthritis (Hand),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6215,6216,,6216,M08.45 Pauciarticular juvenile arthritis (Pelvic region and thigh),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6216,6217,,6217,M08.46 Pauciarticular juvenile arthritis (Lower leg),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6217,6218,,6218,M08.47 Pauciarticular juvenile arthritis (Ankle and foot),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6218,6219,,6219,M08.48 Pauciarticular juvenile arthritis (Other),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6219,6220,,6220,M08.49 Pauciarticular juvenile arthritis (Site unspecified),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6220,6221,,6221,M08.8 Other juvenile arthritis,Chapter XIII Diseases of the musculoskeletal system and connective tissue
6221,6222,,6222,M08.80 Other juvenile arthritis (Multiple sites),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6222,6223,,6223,M08.81 Other juvenile arthritis (Shoulder region),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6223,6224,,6224,M08.82 Other juvenile arthritis (Upper arm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6224,6225,,6225,M08.83 Other juvenile arthritis (Forearm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6225,6226,,6226,M08.84 Other juvenile arthritis (Hand),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6226,6227,,6227,M08.85 Other juvenile arthritis (Pelvic region and thigh),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6227,6228,,6228,M08.86 Other juvenile arthritis (Lower leg),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6228,6229,,6229,M08.87 Other juvenile arthritis (Ankle and foot),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6229,6230,,6230,M08.88 Other juvenile arthritis (Other),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6230,6231,,6231,M08.89 Other juvenile arthritis (Site unspecified),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6231,6232,,6232,"M08.9 Juvenile arthritis, unspecified",Chapter XIII Diseases of the musculoskeletal system and connective tissue
6232,6233,,6233,"M08.90 Juvenile arthritis, unspecified (Multiple sites)",Chapter XIII Diseases of the musculoskeletal system and connective tissue
6233,6234,,6234,"M08.91 Juvenile arthritis, unspecified (Shoulder region)",Chapter XIII Diseases of the musculoskeletal system and connective tissue
6234,6235,,6235,"M08.92 Juvenile arthritis, unspecified (Upper arm)",Chapter XIII Diseases of the musculoskeletal system and connective tissue
6235,6236,,6236,"M08.93 Juvenile arthritis, unspecified (Forearm)",Chapter XIII Diseases of the musculoskeletal system and connective tissue
6236,6237,,6237,"M08.94 Juvenile arthritis, unspecified (Hand)",Chapter XIII Diseases of the musculoskeletal system and connective tissue
6237,6238,,6238,"M08.95 Juvenile arthritis, unspecified (Pelvic region and thigh)",Chapter XIII Diseases of the musculoskeletal system and connective tissue
6238,6239,,6239,"M08.96 Juvenile arthritis, unspecified (Lower leg)",Chapter XIII Diseases of the musculoskeletal system and connective tissue
6239,6240,,6240,"M08.97 Juvenile arthritis, unspecified (Ankle and foot)",Chapter XIII Diseases of the musculoskeletal system and connective tissue
6240,6241,,6241,"M08.98 Juvenile arthritis, unspecified (Other)",Chapter XIII Diseases of the musculoskeletal system and connective tissue
6241,6242,,6242,"M08.99 Juvenile arthritis, unspecified (Site unspecified)",Chapter XIII Diseases of the musculoskeletal system and connective tissue
6242,6243,886.0,6243,M09 Juvenile arthritis in diseases classified elsewhere,Chapter XIII Diseases of the musculoskeletal system and connective tissue
6243,6244,,6244,M09.0 Juvenile arthritis in psoriasis,Chapter XIII Diseases of the musculoskeletal system and connective tissue
6244,6245,,6245,M09.00 Juvenile arthritis in psoriasis (Multiple sites),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6245,6246,,6246,M09.01 Juvenile arthritis in psoriasis (Shoulder region),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6246,6247,,6247,M09.02 Juvenile arthritis in psoriasis (Upper arm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6247,6248,,6248,M09.03 Juvenile arthritis in psoriasis (Forearm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6248,6249,,6249,M09.04 Juvenile arthritis in psoriasis (Hand),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6249,6250,,6250,M09.05 Juvenile arthritis in psoriasis (Pelvic region and thigh),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6250,6251,,6251,M09.06 Juvenile arthritis in psoriasis (Lower leg),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6251,6252,,6252,M09.07 Juvenile arthritis in psoriasis (Ankle and foot),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6252,6253,,6253,M09.08 Juvenile arthritis in psoriasis (Other),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6253,6254,,6254,M09.09 Juvenile arthritis in psoriasis (Site unspecified),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6254,6255,,6255,M09.1 Juvenile arthritis in Crohn's disease [regional enteritis],Chapter XIII Diseases of the musculoskeletal system and connective tissue
6255,6256,,6256,M09.10 Juvenile arthritis in Crohn's disease [regional enteritis] (Multiple sites),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6256,6257,,6257,M09.11 Juvenile arthritis in Crohn's disease [regional enteritis] (Shoulder region),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6257,6258,,6258,M09.12 Juvenile arthritis in Crohn's disease [regional enteritis] (Upper arm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6258,6259,,6259,M09.13 Juvenile arthritis in Crohn's disease [regional enteritis] (Forearm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6259,6260,,6260,M09.14 Juvenile arthritis in Crohn's disease [regional enteritis] (Hand),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6260,6261,,6261,M09.15 Juvenile arthritis in Crohn's disease [regional enteritis] (Pelvic region and thigh),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6261,6262,,6262,M09.16 Juvenile arthritis in Crohn's disease [regional enteritis] (Lower leg),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6262,6263,,6263,M09.17 Juvenile arthritis in Crohn's disease [regional enteritis] (Ankle and foot),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6263,6264,,6264,M09.18 Juvenile arthritis in Crohn's disease [regional enteritis] (Other),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6264,6265,,6265,M09.19 Juvenile arthritis in Crohn's disease [regional enteritis] (Site unspecified),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6265,6266,,6266,M09.2 Juvenile arthritis in ulcerative colitis,Chapter XIII Diseases of the musculoskeletal system and connective tissue
6266,6267,,6267,M09.20 Juvenile arthritis in ulcerative colitis (Multiple sites),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6267,6268,,6268,M09.21 Juvenile arthritis in ulcerative colitis (Shoulder region),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6268,6269,,6269,M09.22 Juvenile arthritis in ulcerative colitis (Upper arm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6269,6270,,6270,M09.23 Juvenile arthritis in ulcerative colitis (Forearm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6270,6271,,6271,M09.24 Juvenile arthritis in ulcerative colitis (Hand),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6271,6272,,6272,M09.25 Juvenile arthritis in ulcerative colitis (Pelvic region and thigh),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6272,6273,,6273,M09.26 Juvenile arthritis in ulcerative colitis (Lower leg),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6273,6274,,6274,M09.27 Juvenile arthritis in ulcerative colitis (Ankle and foot),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6274,6275,,6275,M09.28 Juvenile arthritis in ulcerative colitis (Other),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6275,6276,,6276,M09.29 Juvenile arthritis in ulcerative colitis (Site unspecified),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6276,6277,,6277,M09.8 Juvenile arthritis in other diseases classified elsewhere,Chapter XIII Diseases of the musculoskeletal system and connective tissue
6277,6278,,6278,M09.80 Juvenile arthritis in other diseases classified elsewhere (Multiple sites),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6278,6279,,6279,M09.81 Juvenile arthritis in other diseases classified elsewhere (Shoulder region),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6279,6280,,6280,M09.82 Juvenile arthritis in other diseases classified elsewhere (Upper arm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6280,6281,,6281,M09.83 Juvenile arthritis in other diseases classified elsewhere (Forearm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6281,6282,,6282,M09.84 Juvenile arthritis in other diseases classified elsewhere (Hand),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6282,6283,,6283,M09.85 Juvenile arthritis in other diseases classified elsewhere (Pelvic region and thigh),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6283,6284,,6284,M09.86 Juvenile arthritis in other diseases classified elsewhere (Lower leg),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6284,6285,,6285,M09.87 Juvenile arthritis in other diseases classified elsewhere (Ankle and foot),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6285,6286,,6286,M09.88 Juvenile arthritis in other diseases classified elsewhere (Other),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6286,6287,,6287,M09.89 Juvenile arthritis in other diseases classified elsewhere (Site unspecified),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6287,6288,887.0,6288,M10 Gout,Chapter XIII Diseases of the musculoskeletal system and connective tissue
6288,6289,,6289,M10.0 Idiopathic gout,Chapter XIII Diseases of the musculoskeletal system and connective tissue
6289,6290,,6290,M10.00 Idiopathic gout (Multiple sites),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6290,6291,,6291,M10.01 Idiopathic gout (Shoulder region),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6291,6292,,6292,M10.02 Idiopathic gout (Upper arm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6292,6293,,6293,M10.03 Idiopathic gout (Forearm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6293,6294,,6294,M10.04 Idiopathic gout (Hand),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6294,6295,,6295,M10.05 Idiopathic gout (Pelvic region and thigh),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6295,6296,,6296,M10.06 Idiopathic gout (Lower leg),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6296,6297,,6297,M10.07 Idiopathic gout (Ankle and foot),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6297,6298,,6298,M10.08 Idiopathic gout (Other),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6298,6299,,6299,M10.09 Idiopathic gout (Site unspecified),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6299,6300,,6300,M10.1 Lead-induced gout,Chapter XIII Diseases of the musculoskeletal system and connective tissue
6300,6301,,6301,M10.10 Lead-induced gout (Multiple sites),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6301,6302,,6302,M10.11 Lead-induced gout (Shoulder region),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6302,6303,,6303,M10.12 Lead-induced gout (Upper arm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6303,6304,,6304,M10.13 Lead-induced gout (Forearm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6304,6305,,6305,M10.14 Lead-induced gout (Hand),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6305,6306,,6306,M10.15 Lead-induced gout (Pelvic region and thigh),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6306,6307,,6307,M10.16 Lead-induced gout (Lower leg),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6307,6308,,6308,M10.17 Lead-induced gout (Ankle and foot),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6308,6309,,6309,M10.18 Lead-induced gout (Other),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6309,6310,,6310,M10.19 Lead-induced gout (Site unspecified),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6310,6311,,6311,M10.2 Drug-induced gout,Chapter XIII Diseases of the musculoskeletal system and connective tissue
6311,6312,,6312,M10.20 Drug-induced gout (Multiple sites),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6312,6313,,6313,M10.21 Drug-induced gout (Shoulder region),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6313,6314,,6314,M10.22 Drug-induced gout (Upper arm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6314,6315,,6315,M10.23 Drug-induced gout (Forearm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6315,6316,,6316,M10.24 Drug-induced gout (Hand),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6316,6317,,6317,M10.25 Drug-induced gout (Pelvic region and thigh),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6317,6318,,6318,M10.26 Drug-induced gout (Lower leg),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6318,6319,,6319,M10.27 Drug-induced gout (Ankle and foot),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6319,6320,,6320,M10.28 Drug-induced gout (Other),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6320,6321,,6321,M10.29 Drug-induced gout (Site unspecified),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6321,6322,,6322,M10.3 Gout due to impairment of renal function,Chapter XIII Diseases of the musculoskeletal system and connective tissue
6322,6323,,6323,M10.30 Gout due to impairment of renal function (Multiple sites),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6323,6324,,6324,M10.31 Gout due to impairment of renal function (Shoulder region),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6324,6325,,6325,M10.32 Gout due to impairment of renal function (Upper arm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6325,6326,,6326,M10.33 Gout due to impairment of renal function (Forearm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6326,6327,,6327,M10.34 Gout due to impairment of renal function (Hand),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6327,6328,,6328,M10.35 Gout due to impairment of renal function (Pelvic region and thigh),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6328,6329,,6329,M10.36 Gout due to impairment of renal function (Lower leg),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6329,6330,,6330,M10.37 Gout due to impairment of renal function (Ankle and foot),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6330,6331,,6331,M10.38 Gout due to impairment of renal function (Other),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6331,6332,,6332,M10.39 Gout due to impairment of renal function (Site unspecified),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6332,6333,,6333,M10.4 Other secondary gout,Chapter XIII Diseases of the musculoskeletal system and connective tissue
6333,6334,,6334,M10.40 Other secondary gout (Multiple sites),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6334,6335,,6335,M10.41 Other secondary gout (Shoulder region),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6335,6336,,6336,M10.42 Other secondary gout (Upper arm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6336,6337,,6337,M10.43 Other secondary gout (Forearm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6337,6338,,6338,M10.44 Other secondary gout (Hand),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6338,6339,,6339,M10.45 Other secondary gout (Pelvic region and thigh),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6339,6340,,6340,M10.46 Other secondary gout (Lower leg),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6340,6341,,6341,M10.47 Other secondary gout (Ankle and foot),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6341,6342,,6342,M10.48 Other secondary gout (Other),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6342,6343,,6343,M10.49 Other secondary gout (Site unspecified),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6343,6344,,6344,"M10.9 Gout, unspecified",Chapter XIII Diseases of the musculoskeletal system and connective tissue
6344,6345,,6345,"M10.90 Gout, unspecified (Multiple sites)",Chapter XIII Diseases of the musculoskeletal system and connective tissue
6345,6346,,6346,"M10.91 Gout, unspecified (Shoulder region)",Chapter XIII Diseases of the musculoskeletal system and connective tissue
6346,6347,,6347,"M10.92 Gout, unspecified (Upper arm)",Chapter XIII Diseases of the musculoskeletal system and connective tissue
6347,6348,,6348,"M10.93 Gout, unspecified (Forearm)",Chapter XIII Diseases of the musculoskeletal system and connective tissue
6348,6349,,6349,"M10.94 Gout, unspecified (Hand)",Chapter XIII Diseases of the musculoskeletal system and connective tissue
6349,6350,,6350,"M10.95 Gout, unspecified (Pelvic region and thigh)",Chapter XIII Diseases of the musculoskeletal system and connective tissue
6350,6351,,6351,"M10.96 Gout, unspecified (Lower leg)",Chapter XIII Diseases of the musculoskeletal system and connective tissue
6351,6352,,6352,"M10.97 Gout, unspecified (Ankle and foot)",Chapter XIII Diseases of the musculoskeletal system and connective tissue
6352,6353,,6353,"M10.98 Gout, unspecified (Other)",Chapter XIII Diseases of the musculoskeletal system and connective tissue
6353,6354,,6354,"M10.99 Gout, unspecified (Site unspecified)",Chapter XIII Diseases of the musculoskeletal system and connective tissue
6354,6355,888.0,6355,M11 Other crystal arthropathies,Chapter XIII Diseases of the musculoskeletal system and connective tissue
6355,6356,,6356,M11.0 Hydroxyapatite deposition disease,Chapter XIII Diseases of the musculoskeletal system and connective tissue
6356,6357,,6357,M11.00 Hydroxyapatite deposition disease (Multiple sites),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6357,6358,,6358,M11.01 Hydroxyapatite deposition disease (Shoulder region),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6358,6359,,6359,M11.02 Hydroxyapatite deposition disease (Upper arm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6359,6360,,6360,M11.03 Hydroxyapatite deposition disease (Forearm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6360,6361,,6361,M11.04 Hydroxyapatite deposition disease (Hand),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6361,6362,,6362,M11.05 Hydroxyapatite deposition disease (Pelvic region and thigh),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6362,6363,,6363,M11.06 Hydroxyapatite deposition disease (Lower leg),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6363,6364,,6364,M11.07 Hydroxyapatite deposition disease (Ankle and foot),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6364,6365,,6365,M11.08 Hydroxyapatite deposition disease (Other),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6365,6366,,6366,M11.09 Hydroxyapatite deposition disease (Site unspecified),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6366,6367,,6367,M11.1 Familial chondrocalcinosis,Chapter XIII Diseases of the musculoskeletal system and connective tissue
6367,6368,,6368,M11.10 Familial chondrocalcinosis (Multiple sites),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6368,6369,,6369,M11.11 Familial chondrocalcinosis (Shoulder region),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6369,6370,,6370,M11.12 Familial chondrocalcinosis (Upper arm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6370,6371,,6371,M11.13 Familial chondrocalcinosis (Forearm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6371,6372,,6372,M11.14 Familial chondrocalcinosis (Hand),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6372,6373,,6373,M11.15 Familial chondrocalcinosis (Pelvic region and thigh),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6373,6374,,6374,M11.16 Familial chondrocalcinosis (Lower leg),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6374,6375,,6375,M11.17 Familial chondrocalcinosis (Ankle and foot),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6375,6376,,6376,M11.18 Familial chondrocalcinosis (Other),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6376,6377,,6377,M11.19 Familial chondrocalcinosis (Site unspecified),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6377,6378,,6378,M11.2 Other chondrocalcinosis,Chapter XIII Diseases of the musculoskeletal system and connective tissue
6378,6379,,6379,M11.20 Other chondrocalcinosis (Multiple sites),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6379,6380,,6380,M11.21 Other chondrocalcinosis (Shoulder region),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6380,6381,,6381,M11.22 Other chondrocalcinosis (Upper arm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6381,6382,,6382,M11.23 Other chondrocalcinosis (Forearm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
